Date,Open,High,Low,Close,Adj Close,Volume
2018-08-13,72.225998,72.638000,69.804001,71.281998,71.281998,52319500
2018-08-14,71.690002,71.839996,69.419998,69.528000,69.528000,34932000
2018-08-15,68.382004,68.898003,66.428001,67.737999,67.737999,45506500
2018-08-16,67.982002,68.456001,66.764000,67.089996,67.089996,30320000
2018-08-17,64.699997,65.353996,60.706001,61.099998,61.099998,94793000
2018-08-20,58.340000,61.700001,57.639999,61.688000,61.688000,87011500
2018-08-21,62.122002,64.958000,61.799999,64.379997,64.379997,65861000
2018-08-22,64.174004,64.776001,62.933998,64.328003,64.328003,29730000
2018-08-23,63.827999,65.463997,63.619999,64.019997,64.019997,25736500
2018-08-24,64.139999,64.769997,63.880001,64.564003,64.564003,18013000
2018-08-27,63.599998,64.487999,61.762001,63.854000,63.854000,65396500
2018-08-28,63.681999,63.776001,62.237999,62.372002,62.372002,38245500
2018-08-29,62.054001,62.369999,60.737999,61.001999,61.001999,37237000
2018-08-30,60.452000,60.919998,59.543999,60.630001,60.630001,36083500
2018-08-31,60.400002,61.062000,59.720001,60.332001,60.332001,26875500
2018-09-04,59.388000,59.638000,57.599998,57.790001,57.790001,41752500
2018-09-05,57.009998,57.355999,55.436001,56.147999,56.147999,38604000
2018-09-06,56.959999,58.234001,55.776001,56.189999,56.189999,37404000
2018-09-07,52.020000,53.669998,50.450001,52.647999,52.647999,112459500
2018-09-10,54.652000,57.206001,54.200001,57.099998,57.099998,71417500
2018-09-11,55.894001,56.400002,54.709999,55.888000,55.888000,45850000
2018-09-12,56.287998,58.500000,55.730000,58.108002,58.108002,50077000
2018-09-13,57.604000,59.000000,57.035999,57.891998,57.891998,31701500
2018-09-14,57.751999,59.466000,57.304001,59.040001,59.040001,33828000
2018-09-17,58.007999,60.174000,57.625999,58.967999,58.967999,34438000
2018-09-18,59.338001,60.528000,55.099998,56.992001,56.992001,82737500
2018-09-19,56.102001,60.000000,56.099998,59.804001,59.804001,41474500
2018-09-20,60.712002,61.195999,58.666000,59.666000,59.666000,36747000
2018-09-21,59.540001,60.116001,59.074001,59.820000,59.820000,25252500
2018-09-24,59.695999,60.599998,58.716000,59.936001,59.936001,24215000
2018-09-25,60.000000,60.919998,59.299999,60.198002,60.198002,22408500
2018-09-26,60.382000,62.778000,60.222000,61.916000,61.916000,39216000
2018-09-27,62.580002,62.992001,61.382000,61.504002,61.504002,42545500
2018-09-28,54.051998,55.599998,52.112000,52.953999,52.953999,168248500
2018-10-01,61.153999,62.287998,60.209999,62.139999,62.139999,108888000
2018-10-02,62.790001,63.368000,59.830002,60.203999,60.203999,58717500
2018-10-03,60.666000,60.919998,58.313999,58.959999,58.959999,39975000
2018-10-04,58.790001,58.799999,55.534000,56.366001,56.366001,49071000
2018-10-05,54.930000,54.976002,52.000000,52.389999,52.389999,89722500
2018-10-08,52.903999,53.551998,49.799999,50.112000,50.112000,67363500
2018-10-09,51.049999,53.354000,50.660000,52.560001,52.560001,60303000
2018-10-10,52.922001,53.102001,49.554001,51.375999,51.375999,64076500
2018-10-11,51.506001,52.450001,49.806000,50.445999,50.445999,40838500
2018-10-12,52.200001,52.397999,50.402000,51.756001,51.756001,36007000
2018-10-15,51.812000,52.655998,50.908001,51.917999,51.917999,31000000
2018-10-16,53.139999,55.476002,52.448002,55.318001,55.318001,47632000
2018-10-17,56.480000,56.540001,53.160000,54.355999,54.355999,43277500
2018-10-18,53.858002,54.200001,52.599998,52.782001,52.782001,27106000
2018-10-19,53.478001,53.931999,50.700001,52.000000,52.000000,46877500
2018-10-22,52.136002,52.372002,50.518002,52.189999,52.189999,28001500
2018-10-23,52.773998,59.585999,52.419998,58.827999,58.827999,95139000
2018-10-24,60.209999,60.888000,57.146000,57.700001,57.700001,100291500
2018-10-25,63.444000,64.199997,60.202000,62.972000,62.972000,104203500
2018-10-26,61.650002,67.980003,61.330002,66.180000,66.180000,137127500
2018-10-29,67.494003,69.431999,65.300003,66.970001,66.970001,72430000
2018-10-30,65.678001,67.580002,64.452003,65.980003,65.980003,45633500
2018-10-31,66.508003,68.400002,65.820000,67.463997,67.463997,38121500
2018-11-01,67.652000,69.568001,66.945999,68.856003,68.856003,40000500
2018-11-02,68.748001,69.839996,68.181999,69.281998,69.281998,39040000
2018-11-05,68.099998,68.792000,66.028000,68.279999,68.279999,39155000
2018-11-06,67.814003,69.760002,67.218002,68.211998,68.211998,33814500
2018-11-07,68.667999,70.236000,68.160004,69.632004,69.632004,36872500
2018-11-08,69.699997,71.515999,69.688004,70.279999,70.279999,35453500
2018-11-09,69.800003,70.800003,69.045998,70.101997,70.101997,25494000
2018-11-12,69.674004,69.956001,66.068001,66.255997,66.255997,34707500
2018-11-13,66.632004,68.940002,66.440002,67.746002,67.746002,27243000
2018-11-14,68.540001,69.421997,67.430000,68.800003,68.800003,25201500
2018-11-15,68.466003,69.716003,67.807999,69.688004,69.688004,23128500
2018-11-16,69.038002,71.139999,69.024002,70.862000,70.862000,36031000
2018-11-19,71.267998,73.349998,70.575996,70.694000,70.694000,48544500
2018-11-20,68.349998,69.959999,66.709999,69.498001,69.498001,40023500
2018-11-21,70.400002,70.620003,67.480003,67.638000,67.638000,23434000
2018-11-23,66.870003,67.500000,65.110001,65.166000,65.166000,21013000
2018-11-26,65.000000,69.244003,65.000000,69.199997,69.199997,39960500
2018-11-27,68.010002,69.391998,67.099998,68.783997,68.783997,31791500
2018-11-28,69.197998,69.655998,68.442001,69.573997,69.573997,20638000
2018-11-29,69.400002,69.500000,67.910004,68.234001,68.234001,15403500
2018-11-30,68.365997,70.320000,67.652000,70.096001,70.096001,28145500
2018-12-03,72.000000,73.199997,70.400002,71.697998,71.697998,41532500
2018-12-04,71.209999,73.736000,70.400002,71.940002,71.940002,42309500
2018-12-06,71.202003,73.475998,70.152000,72.612000,72.612000,39212500
2018-12-07,73.800003,75.898003,71.529999,71.594002,71.594002,57556000
2018-12-10,72.000000,73.195999,70.624001,73.029999,73.029999,33067500
2018-12-11,73.982002,74.433998,72.045998,73.351997,73.351997,31544000
2018-12-12,73.884003,74.382004,73.031998,73.320000,73.320000,25135000
2018-12-13,74.029999,75.487999,73.349998,75.358002,75.358002,36829500
2018-12-14,75.000000,75.573997,72.865997,73.141998,73.141998,31688000
2018-12-17,72.400002,73.139999,68.776001,69.683998,69.683998,38370000
2018-12-18,70.108002,70.309998,66.737999,67.405998,67.405998,35500000
2018-12-19,67.519997,69.402000,65.947998,66.594002,66.594002,41371000
2018-12-20,65.410004,66.057999,62.374001,63.076000,63.076000,45359500
2018-12-21,63.480000,64.694000,62.487999,63.953999,63.953999,40084000
2018-12-24,62.700001,62.900002,59.040001,59.077999,59.077999,27799500
2018-12-26,60.000000,65.393997,58.818001,65.218002,65.218002,40815500
2018-12-27,63.967999,64.433998,60.299999,63.226002,63.226002,42875500
2018-12-28,64.620003,67.248001,63.681999,66.774002,66.774002,49695000
2018-12-31,67.557999,67.842003,65.052002,66.559998,66.559998,31511500
2019-01-02,61.220001,63.026001,59.759998,62.023998,62.023998,58293000
2019-01-03,61.400002,61.880001,59.476002,60.071999,60.071999,34826000
2019-01-04,61.200001,63.599998,60.546001,63.537998,63.537998,36970500
2019-01-07,64.344002,67.348000,63.549999,66.991997,66.991997,37756000
2019-01-08,68.391998,68.802002,65.403999,67.070000,67.070000,35042500
2019-01-09,67.099998,68.699997,66.293999,67.706001,67.706001,27164500
2019-01-10,66.879997,69.078003,66.358002,68.994003,68.994003,30282000
2019-01-11,68.417999,69.681999,67.753998,69.452003,69.452003,25195500
2019-01-14,68.475998,68.500000,66.800003,66.879997,66.879997,26236500
2019-01-15,67.000000,69.760002,66.900002,68.886002,68.886002,30283000
2019-01-16,68.956001,70.400002,68.699997,69.209999,69.209999,23458500
2019-01-17,69.241997,70.300003,68.830002,69.461998,69.461998,18383500
2019-01-18,64.599998,65.426003,59.945999,60.452000,60.452000,120754000
2019-01-22,60.964001,61.599998,59.099998,59.784000,59.784000,60333500
2019-01-23,58.500000,58.900002,56.338001,57.518002,57.518002,62650000
2019-01-24,56.605999,58.736000,55.855999,58.301998,58.301998,40061000
2019-01-25,58.877998,59.703999,57.910000,59.408001,59.408001,36248000
2019-01-28,58.582001,59.492001,57.549999,59.276001,59.276001,32116500
2019-01-29,59.054001,59.712002,58.360001,59.492001,59.492001,23108500
2019-01-30,60.090000,61.799999,59.698002,61.754002,61.754002,56251500
2019-01-31,60.200001,62.312000,58.799999,61.403999,61.403999,62846000
2019-02-01,61.084000,63.220001,60.700001,62.442001,62.442001,36417000
2019-02-04,62.596001,63.060001,60.375999,62.577999,62.577999,36760500
2019-02-05,62.498001,64.487999,62.450001,64.269997,64.269997,33714000
2019-02-06,63.917999,64.848000,63.124001,63.444000,63.444000,25192500
2019-02-07,62.660000,62.939999,60.599998,61.501999,61.501999,32603000
2019-02-08,61.366001,61.490002,59.700001,61.160000,61.160000,29221000
2019-02-11,62.320000,63.720001,62.099998,62.568001,62.568001,35648500
2019-02-12,63.240002,63.638000,61.924000,62.362000,62.362000,27588000
2019-02-13,62.470001,62.549999,61.113998,61.633999,61.633999,25708000
2019-02-14,60.675999,61.354000,60.200001,60.754002,60.754002,26004000
2019-02-15,60.900002,61.599998,60.779999,61.576000,61.576000,19524500
2019-02-19,61.312000,62.307999,61.094002,61.127998,61.127998,20842000
2019-02-20,60.882000,61.259998,59.799999,60.512001,60.512001,35710500
2019-02-21,60.362000,60.647999,58.099998,58.245998,58.245998,44546000
2019-02-22,58.897999,59.299999,58.419998,58.942001,58.942001,28703000
2019-02-25,59.582001,60.580002,59.400002,59.754002,59.754002,33132500
2019-02-26,58.444000,60.402000,57.754002,59.571999,59.571999,42912500
2019-02-27,60.355999,63.259998,60.110001,62.948002,62.948002,55919500
2019-02-28,63.784000,64.000000,62.161999,63.976002,63.976002,52603500
2019-03-01,61.388000,61.425999,58.380001,58.958000,58.958000,114557000
2019-03-04,59.624001,59.799999,56.556000,57.071999,57.071999,85484000
2019-03-05,56.400002,56.799999,54.020000,55.307999,55.307999,93823500
2019-03-06,55.296001,56.301998,54.877998,55.248001,55.248001,51677500
2019-03-07,55.768002,56.939999,54.849998,55.318001,55.318001,47212500
2019-03-08,55.382000,57.118000,55.178001,56.827999,56.827999,44098000
2019-03-11,56.703999,58.256001,56.099998,58.183998,58.183998,36961500
2019-03-12,57.298000,57.613998,56.212002,56.672001,56.672001,37520500
2019-03-13,56.779999,58.397999,56.540001,57.792000,57.792000,34223500
2019-03-14,58.490002,59.077999,57.658001,57.992001,57.992001,35517000
2019-03-15,56.702000,56.743999,54.880001,55.085999,55.085999,73927500
2019-03-18,55.200001,55.610001,53.459999,53.897999,53.897999,51405000
2019-03-19,53.500000,54.660000,52.692001,53.493999,53.493999,59003000
2019-03-20,53.938000,54.993999,53.259998,54.720001,54.720001,34541000
2019-03-21,54.520000,55.290001,53.689999,54.804001,54.804001,29735500
2019-03-22,54.515999,54.560001,52.799999,52.905998,52.905998,43728000
2019-03-25,51.942001,52.636002,50.891998,52.084000,52.084000,51075000
2019-03-26,52.888000,54.051998,52.886002,53.554001,53.554001,36754500
2019-03-27,53.750000,55.074001,53.636002,54.966000,54.966000,43896000
2019-03-28,55.431999,56.066002,55.020000,55.723999,55.723999,33870500
2019-03-29,55.740002,56.032001,54.900002,55.972000,55.972000,29956500
2019-04-01,56.523998,57.840000,56.256001,57.835999,57.835999,40552000
2019-04-02,57.660000,57.888000,56.776001,57.175999,57.175999,27394500
2019-04-03,57.464001,59.234001,57.433998,58.362000,58.362000,39597000
2019-04-04,52.377998,54.240002,52.118000,53.556000,53.556000,118603500
2019-04-05,53.972000,55.220001,53.222000,54.992001,54.992001,65191500
2019-04-08,55.537998,56.231998,54.088001,54.639999,54.639999,52052000
2019-04-09,54.330002,55.000000,53.922001,54.462002,54.462002,29520000
2019-04-10,55.348000,55.675999,54.577999,55.212002,55.212002,35306500
2019-04-11,53.660000,54.099998,53.119999,53.683998,53.683998,49179500
2019-04-12,54.043999,54.389999,53.366001,53.540001,53.540001,33730000
2019-04-15,53.726002,53.776001,51.726002,53.276001,53.276001,50193000
2019-04-16,53.150002,55.000000,52.944000,54.672001,54.672001,36364500
2019-04-17,54.950001,54.958000,53.708000,54.245998,54.245998,25632500
2019-04-18,54.245998,54.967999,53.950001,54.652000,54.652000,29381500
2019-04-22,53.799999,53.936001,52.495998,52.549999,52.549999,60735500
2019-04-23,52.029999,53.119999,51.150002,52.779999,52.779999,54719500
2019-04-24,52.770000,53.063999,51.599998,51.731998,51.731998,53637500
2019-04-25,51.000000,51.799999,49.214001,49.526001,49.526001,109247000
2019-04-26,49.299999,49.335999,46.226002,47.028000,47.028000,111803500
2019-04-29,47.172001,48.796001,46.433998,48.293999,48.293999,83572500
2019-04-30,48.411999,48.841999,47.400002,47.737999,47.737999,47323000
